X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-8339055.0539,4722286.3406,18830,1013665,LOWER TOWNSHIP POLICE DEPARTMENT,1389 LANGLEY ROAD,RIO GRANDE,NJ,08242,2212,(609) 886-1619,LOCAL POLICE DEPARTMENT,OPEN,-999,CAPE MAY,34009,USA,39.0042917010001,-74.9110061,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8318996.0607,4885959.0183,18835,1013361,FIELDSBORO POLICE DEPARTMENT,204 WASHINGTON STREET,FIELDSBORO,NJ,08505,NOT AVAILABLE,(609) 298-9054,LOCAL POLICE DEPARTMENT,OPEN,-999,BURLINGTON,34005,USA,40.1376061,-74.730813099,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8266120.216,4958196.0619,18837,1013480,LINDEN POLICE DEPARTMENT - JUVENILE BUREAU,15 KNOPF STREET,LINDEN,NJ,07036,4131,(908) 474-8520,LOCAL POLICE DEPARTMENT,OPEN,-999,UNION,34039,USA,40.631888991,-74.2558213039999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8344501.4156,4871483.1468,18840,1013669,RIVERSIDE TOWNSHIP POLICE,1 WEST SCOTT STREET,RIVERSIDE,NJ,08075,3601,(856) 461-8820,LOCAL POLICE DEPARTMENT,OPEN,-999,BURLINGTON,34005,USA,40.0381188000001,-74.9599315999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8354457.6528,4852958.0283,18842,1013795,HADDON TOWNSHIP POLICE,135 HADDON AVENUE,WESTMONT,NJ,08108,2744,(856) 854-1176,LOCAL POLICE DEPARTMENT,OPEN,-999,CAMDEN,34007,USA,39.9105905000001,-75.04937,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8242547.779,4995491.7144,18868,1013401,HACKENSACK POLICE DEPARTMENT,225 STATE STREET,HACKENSACK,NJ,07601,5506,(201) 646-7777,LOCAL POLICE DEPARTMENT,OPEN,-999,BERGEN,34003,USA,40.8856638990001,-74.0440665,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8319234.9302,4800740.9833,18874,1013411,NEW JERSEY STATE POLICE TROOP A - ATLANTIC CITY EXPRESSWAY STATION,ATLANTIC CITY EXPRESSWAY,HAMMONTON,NJ,08037,NOT AVAILABLE,(609) 965-7200,PRIMARY STATE AGENCY,OPEN,-999,ATLANTIC,34001,USA,39.5498449,-74.7329589,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8314928.6248,4744249.8068,18910,1013690,SEA ISLE CITY POLICE DEPARTMENT,233 JOHN F KENNEDY BOULEVARD,SEA ISLE CITY,NJ,08243,1931,(609) 263-4311,LOCAL POLICE DEPARTMENT,OPEN,-999,CAPE MAY,34009,USA,39.157448,-74.6942746999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8376244.1573,4783577.2023,18925,1013256,BROAD STREET SCHOOL EDUCATIONAL ENFORCEMENT OFFICERS,251 WEST BROAD STREET,BRIDGETON,NJ,08302,2315,(856) 455-8030,SPECIAL JURISDICTION,OPEN,-999,CUMBERLAND,34011,USA,39.4308556,-75.2450815,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8310981.2356,4970766.8177,18927,1013622,PEAPACK-GLADSTONE POLICE DEPARTMENT,1 SCHOOL STREET,PEAPACK,NJ,07977,NOT AVAILABLE,(908) 234-0626,LOCAL POLICE DEPARTMENT,OPEN,-999,SOMERSET,34035,USA,40.7175338000001,-74.6588146999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8261212.6179,4973697.3265,18943,1013442,NEW JERSEY STATE POLICE TROOP B - STRATEGIC INVESTIGATIONS UNIT,328 16TH AVENUE,IRVINGTON,NJ,07111,4518,(973) 416-7774,PRIMARY STATE AGENCY,OPEN,-999,ESSEX,34013,USA,40.7374836000001,-74.2117355999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8256106.2593,4977838.0222,18947,1013576,NEWARK POLICE DEPARTMENT - PRECINCT 2,1 LINCOLN AVENUE,NEWARK,NJ,07104,3010,(973) 733-6044,LOCAL POLICE DEPARTMENT,OPEN,-999,ESSEX,34013,USA,40.7656617000001,-74.1658644,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8373490.5248,4781890.6713,18948,1013258,CHERRY STREET SCHOOL EDUCATIONAL ENFORCEMENT OFFICERS,20 CHERRY STREET,BRIDGETON,NJ,08302,3003,(856) 455-8030,SPECIAL JURISDICTION,OPEN,-999,CUMBERLAND,34011,USA,39.4191526010001,-75.220345199,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8385140.8823,4827620.513,18949,1013728,WOOLWICH TOWNSHIP POLICE DEPARTMENT,AUBURN ROAD,SWEDESBORO,NJ,08085,NOT AVAILABLE,(856) 467-1667,LOCAL POLICE DEPARTMENT,OPEN,-999,GLOUCESTER,34015,USA,39.735780027,-75.325002141,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8376675.2754,4782061.9199,18950,1013264,QUARTER MILE LANE SCHOOL EDUCATIONAL ENFORCEMENT OFFICERS,300 QUARTER MILE LANE,BRIDGETON,NJ,08302,4014,(856) 455-8030,SPECIAL JURISDICTION,OPEN,-999,CUMBERLAND,34011,USA,39.4203410010001,-75.2489543,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8333224.7277,4940360.7517,18991,1013363,FLEMINGTON BOROUGH POLICE DEPARTMENT,100 MAIN STREET,FLEMINGTON,NJ,08822,1413,(908) 782-3434,LOCAL POLICE DEPARTMENT,OPEN,-999,HUNTERDON,34019,USA,40.5101879470001,-74.858631389,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8377700.9287,4837065.9818,19000,1013520,EAST GREENWICH POLICE DEPARTMENT,159 DEMOCRAT ROAD,MICKLETON,NJ,08056,1232,(856) 423-4322,LOCAL POLICE DEPARTMENT,OPEN,-999,GLOUCESTER,34015,USA,39.8009989,-75.2581679,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8286116.903,4931944.317,19001,1013526,MILLTOWN POLICE DEPARTMENT,39 WASHINGTON AVENUE,MILLTOWN,NJ,08850,1219,(732) 828-1100,LOCAL POLICE DEPARTMENT,OPEN,-999,MIDDLESEX,34023,USA,40.4526807010001,-74.4354546,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8353687.6113,4840172.8163,19014,1013468,GLOUCESTER TOWNSHIP POLICE DEPARTMENT,1261 CHEWS LANDING ROAD,LAUREL SPRINGS,NJ,08021,2807,(856) 228-4500,LOCAL POLICE DEPARTMENT,OPEN,-999,CAMDEN,34007,USA,39.8224374000001,-75.0424525999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8266319.9581,4971521.4651,19015,1013506,MAPLEWOOD POLICE DEPARTMENT,1618 SPRINGFIELD AVENUE,MAPLEWOOD,NJ,07040,2414,(973) 762-3400,LOCAL POLICE DEPARTMENT,OPEN,-999,ESSEX,34013,USA,40.722671727,-74.257615618,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8343635.3742,4929553.6478,19019,1013722,DELAWARE TOWNSHIP POLICE DEPARTMENT - HEADQUARTERS,816 SERGEANTSVILLE ROAD,STOCKTON,NJ,08559,1526,(609) 397-8189,LOCAL POLICE DEPARTMENT,OPEN,-999,HUNTERDON,34019,USA,40.436336915,-74.9521518179999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8363380.6127,4857888.2063,19024,1013282,DELAWARE RIVER PORT AUTHORITY TRANSIT POLICE,"2 RIVERSIDE DRIVE, 1 PORT CENTER",CAMDEN,NJ,08103,NOT AVAILABLE,(856) 968-3389,LOCAL POLICE DEPARTMENT,OPEN,-999,CAMDEN,34007,USA,39.9445534500001,-75.129526313,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8344918.1511,4839311.2369,19034,1013481,CAMDEN COUNTY PARK POLICE HEADQUARTERS,2311 EGG HARBOR ROAD,LINDENWOLD,NJ,08021,1428,(856) 309-0006,LOCAL POLICE DEPARTMENT,OPEN,-999,CAMDEN,34007,USA,39.8164928,-74.963675199,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8333355.3513,4940359.9395,19036,1013366,HUNTERDON COUNTY SHERIFFS OFFICE,8 COURT STREET,FLEMINGTON,NJ,08822,1316,(908) 788-1166,SHERIFF'S OFFICE,OPEN,-999,HUNTERDON,34019,USA,40.5101824000001,-74.8598048009999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8353317.2514,4866882.1344,19037,1013613,BURLINGTON COUNTY BRIDGE COMMISSION POLICE - TACONY-PALMYRA BRIDGE,1300 STATE ROUTE 73 NORTH,PALMYRA,NJ,08065,NOT AVAILABLE,(856) 829-3002,LOCAL POLICE DEPARTMENT,OPEN,-999,BURLINGTON,34005,USA,40.0064673000001,-75.0391256,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8322704.9146,4897027.1132,19039,1013746,NEW JERSEY DIVISION OF CRIMINAL JUSTICE,25 MARKET STREET,TRENTON,NJ,08611,2148,(609) 984-6500,LOCAL POLICE DEPARTMENT,OPEN,-999,MERCER,34021,USA,40.2135749,-74.7641303,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8284199.3469,4921095.7379,19040,1013423,HELMETTA POLICE DEPARTMENT,60 MAIN STREET,HELMETTA,NJ,08828,1126,(732) 521-1805,LOCAL POLICE DEPARTMENT,OPEN,-999,MIDDLESEX,34023,USA,40.378482601,-74.4182289,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8322685.7788,4897537.482,19101,1013744,MERCER COUNTY SHERIFFS OFFICE,175 SOUTH BROAD STREET,TRENTON,NJ,08608,2401,(609) 989-6100,SHERIFF'S OFFICE,OPEN,-999,MERCER,34021,USA,40.2170759000001,-74.7639584,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8325626.0828,4865276.647,19108,1013549,BURLINGTON COUNTY SHERIFFS DEPARTMENT,49 RANCOCAS ROAD,MOUNT HOLLY,NJ,08060,1388,(609) 265-5046,SHERIFF'S OFFICE,OPEN,-999,BURLINGTON,34005,USA,39.9954193,-74.7903716,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8291559.5578,4982534.451,19125,1013542,MORRIS COUNTY SHERIFFS OFFICE,COURT STREET AND WASHINGTON STREET,MORRISTOWN,NJ,07960,NOT AVAILABLE,(973) 285-6600,SHERIFF'S OFFICE,OPEN,-999,MORRIS,34027,USA,40.7976072000001,-74.4843468,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8242487.5329,4994364.8134,19132,1013400,BERGEN COUNTY SHERIFFS OFFICE,"10 MAIN STREET, BERGEN COUNTY JUSTICE CENTER",HACKENSACK,NJ,07601,7042,(201) 646-2200,SHERIFF'S OFFICE,OPEN,-999,BERGEN,34003,USA,40.8780102000001,-74.0435252999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8257740.0473,4973733.308,19133,1013571,ESSEX COUNTY SHERIFFS OFFICE,"50 WEST MARKET STREET, ESSEX COUNTY COURTS BUILDING",NEWARK,NJ,07102,1607,(973) 621-4111,SHERIFF'S OFFICE,OPEN,-999,ESSEX,34013,USA,40.7377285110001,-74.1805409679999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8314568.74,4784665.1026,19135,1013512,ATLANTIC COUNTY SHERIFFS OFFICE,4997 UNAMI BOULEVARD,MAYS LANDING,NJ,08330,2054,(609) 641-0111,SHERIFF'S OFFICE,OPEN,-999,ATLANTIC,34001,USA,39.4384036000001,-74.6910417999999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8244102.1888,4972981.5772,19136,1013447,HUDSON COUNTY SHERIFFS DEPARTMENT,595 NEWARK AVENUE,JERSEY CITY,NJ,07306,2394,(201) 795-6300,SHERIFF'S OFFICE,OPEN,-999,HUDSON,34017,USA,40.7326116,-74.05803,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8293711.8647,4895142.8692,19165,1013671,NEW JERSEY DIVISION OF FISH AND WILDLIFE,1 ELDRIDGE ROAD,ROBBINSVILLE,NJ,08691,3476,(609) 259-2120,LOCAL POLICE DEPARTMENT,OPEN,-999,MONMOUTH,34025,USA,40.2006479,-74.503681301,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8253017.4551,4978770.9977,19247,1013457,KEARNY POLICE DEPARTMENT,237 LAUREL AVENUE,KEARNY,NJ,07032,3646,(201) 998-1313,LOCAL POLICE DEPARTMENT,OPEN,-999,HUDSON,34017,USA,40.7720091,-74.1381172,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8256998.1399,4999450.9703,19249,1013619,PASSAIC COUNTY SHERIFFS OFFICE / PASSAIC COUNTY JAIL,11 SHERIFFS PLAZA,PATERSON,NJ,07501,NOT AVAILABLE,(973) 881-4590,SHERIFF'S OFFICE,OPEN,-999,PASSAIC,34031,USA,40.9125474000001,-74.1738763,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8259848.6758,4810280.9039,19276,1013251,LONG BEACH TOWNSHIP POLICE DEPARTMENT,6805 LONG BEACH BOULEVARD,BRANT BEACH,NJ,08008,3665,(609) 494-3322,LOCAL POLICE DEPARTMENT,OPEN,-999,OCEAN,34029,USA,39.6158931000001,-74.1994831,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8272142.8226,4867769.2748,19277,1013463,LAKEHURST POLICE DEPARTMENT,5 UNION AVENUE,LAKEHURST,NJ,08733,3017,(732) 657-7812,LOCAL POLICE DEPARTMENT,OPEN,-999,OCEAN,34029,USA,40.0125713,-74.3099233,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8305480.7726,4948821.8057,19279,1013703,SOMERSET COUNTY SHERIFFS OFFICE,20 GROVE STREET,SOMERVILLE,NJ,08876,2306,(908) 231-7140,SHERIFF'S OFFICE,OPEN,-999,SOMERSET,34035,USA,40.5679504,-74.6094032,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8296391.1577,4947298.5326,19282,1013706,SOUTH BOUND BROOK BOROUGH POLICE DEPARTMENT,12 MAIN STREET,SOUTH BOUND BROOK,NJ,08880,1407,(732) 356-0286,LOCAL POLICE DEPARTMENT,OPEN,-999,SOMERSET,34035,USA,40.5575549000001,-74.5277498,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8258190.5386,4864100.5104,19288,1013737,TOMS RIVER POLICE DEPARTMENT,255 OAK AVENUE,TOMS RIVER,NJ,08753,3325,(732) 349-0150,LOCAL POLICE DEPARTMENT,OPEN,-999,OCEAN,34029,USA,39.9873247,-74.1845878,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8374671.3131,4784215.5151,19295,1013261,CUMBERLAND COUNTY SHERIFFS DEPARTMENT,220 NORTH LAUREL STREET,BRIDGETON,NJ,08302,1516,(856) 451-4449,SHERIFF'S OFFICE,OPEN,-999,CUMBERLAND,34011,USA,39.4352844000001,-75.2309524,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8365568.7491,4842595.7869,19300,1013812,GLOUCESTER COUNTY SHERIFFS OFFICE / GLOUCESTER COUNTY JAIL,120 EUCLID STREET,WOODBURY,NJ,08096,1701,(856) 384-4600,SHERIFF'S OFFICE,OPEN,-999,GLOUCESTER,34015,USA,39.839152303,-75.1491826769999,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8259662.0932,4835544.4451,19311,1013770,OCEAN TOWNSHIP POLICE DEPARTMENT,50 RAILROAD AVENUE,WARETOWN,NJ,08758,2717,(609) 693-4007,LOCAL POLICE DEPARTMENT,OPEN,-999,OCEAN,34029,USA,39.7904972000001,-74.197807,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-8263163.4029,4994685.7015,19331,1013485,LITTLE FALLS POLICE DEPARTMENT,35 STEVENS AVENUE,LITTLE FALLS,NJ,07424,2253,(973) 256-0200,LOCAL POLICE DEPARTMENT,OPEN,-999,PASSAIC,34031,USA,40.8801897010001,-74.2292598,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/19 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
